ID,Education,Group_Age,Marital_Status,Income,Income_Class,Kidhome,Teenhome,Dt_Customer,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,NumOfPurchases,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Age,Accepted_Rate,num_children,total_Mnt,has_children,AcceptedCmp6,Age_Group,Frequency,Monetary,Income_Score,R,F,M,I,RFMI_SCORE,RFMI_score,RFMI_Segment
6200,Middle Education,Old,Married,75903.0,Upper,0,1,08-04-2013,50,340,108,185,130,38,100,2,6,6,9,3,0,0,21,0,0,0,0,0,73,0,1,901,1,0,Old,23,901,5,3,5,4,5,3545,3545,High
1403,Low Education,Adult,Together,34984.0,Lower,1,1,06-09-2012,40,8,4,15,3,5,3,2,1,0,3,7,0,0,4,0,0,0,0,0,49,0,2,38,1,0,Adult,6,38,2,3,1,1,2,3112,3112,High
4827,High Education,Old,Single,54998.0,Middle,0,1,10-03-2013,3,154,22,202,39,30,8,5,4,2,9,4,0,0,15,0,0,0,0,1,68,1,1,455,1,1,Old,20,455,3,5,4,3,3,5433,5433,High
6250,High Education,Old,Single,54356.0,Middle,0,1,19-11-2012,62,710,15,30,20,0,0,3,11,2,8,8,0,0,21,0,0,0,0,1,75,1,1,775,1,1,Old,24,775,3,2,5,4,3,2543,2543,Medium
9291,High Education,Old,Married,34242.0,Lower,0,1,23-03-2014,25,8,2,4,0,0,1,1,0,0,3,5,0,0,3,0,0,0,0,0,65,0,1,15,1,0,Old,4,15,2,4,1,1,2,4112,4112,High
2478,Middle Education,Adult,Married,25410.0,Lower,1,0,31-08-2013,48,2,2,4,13,13,4,1,1,0,4,4,0,0,5,0,0,0,0,0,51,0,1,38,1,0,Adult,6,38,1,3,1,1,1,3111,3111,High
1139,High Education,Young,Married,73356.0,Upper,0,0,06-02-2014,56,1050,14,322,0,14,112,1,5,11,5,2,1,0,21,1,1,0,0,1,40,4,0,1512,0,1,Young,22,1512,5,3,4,5,5,3455,3455,High
5138,Middle Education,Old,Together,28320.0,Lower,0,1,14-01-2013,68,19,1,14,3,2,4,1,1,0,3,8,0,0,4,0,0,0,0,0,74,0,1,43,1,0,Old,5,43,1,2,1,1,1,2111,2111,Medium
5393,Middle Education,Adult,Single,23763.0,Lower,1,0,07-08-2012,64,22,0,6,6,2,6,1,1,0,3,7,0,0,4,0,0,0,0,0,47,0,1,42,1,0,Adult,5,42,1,2,1,1,1,2111,2111,Medium
10413,Middle Education,Young,Married,72570.0,Upper,0,0,25-04-2014,67,274,83,216,151,141,224,1,4,6,12,1,0,0,22,0,0,0,0,0,40,0,0,1089,0,0,Young,23,1089,5,2,5,4,5,2545,2545,Medium
5015,High Education,Adult,Married,34529.0,Lower,1,0,14-09-2012,94,68,6,38,3,6,41,2,2,2,3,7,0,0,7,0,0,0,0,0,48,0,1,162,1,0,Adult,9,162,2,1,2,2,2,1222,1222,Low
10868,Middle Education,Old,Single,70792.0,Upper,0,0,06-02-2013,82,344,45,654,104,11,114,2,3,4,10,3,0,0,17,0,0,0,0,0,73,0,0,1272,0,0,Old,19,1272,4,1,4,5,4,1454,1454,Low
10676,Middle Education,Young,Married,63211.0,Middle,0,0,02-11-2012,3,145,193,459,205,26,145,2,3,8,7,2,0,0,18,0,0,0,0,1,42,1,0,1173,0,1,Young,20,1173,4,5,4,4,4,5444,5444,High
2495,High Education,Adult,Married,83891.0,Upper,0,1,20-06-2014,24,217,38,350,111,85,15,1,4,7,10,1,0,0,21,0,0,0,0,0,50,0,1,816,1,0,Adult,22,816,5,4,4,4,5,4445,4445,High
7842,Middle Education,Adult,Single,36065.0,Middle,1,1,31-03-2013,54,18,7,34,10,2,3,3,3,0,3,8,0,0,6,0,0,0,0,0,56,0,2,74,1,0,Adult,9,74,2,3,2,2,2,3222,3222,High
9955,Middle Education,Old,Together,39898.0,Middle,0,1,12-02-2013,20,69,8,26,12,7,12,2,3,0,4,7,0,0,7,0,0,0,0,0,70,0,1,134,1,0,Old,9,134,2,4,2,2,2,4222,4222,High
6663,High Education,Old,Single,51141.0,Middle,0,0,08-07-2013,96,144,0,7,0,0,6,1,3,1,4,5,0,0,8,0,0,0,0,0,84,0,0,157,0,0,Old,9,157,3,1,2,2,3,1223,1223,Low
2162,Middle Education,Adult,Married,56939.0,Middle,0,1,18-09-2013,19,256,34,103,90,29,49,2,3,3,10,3,0,0,16,0,0,0,0,0,48,0,1,561,1,0,Adult,18,561,3,5,4,3,3,5433,5433,High
3434,Middle Education,Old,Single,80872.0,Upper,0,0,12-05-2014,60,483,72,567,94,12,108,1,4,4,10,1,0,0,18,0,0,0,0,0,73,0,0,1336,0,0,Old,19,1336,5,2,4,5,5,2455,2455,Medium
7919,High Education,Adult,Together,72335.0,Upper,0,0,13-08-2012,2,1285,105,653,28,21,0,1,10,4,8,8,0,0,22,0,0,0,0,1,48,1,0,2092,0,1,Adult,23,2092,5,5,5,5,5,5555,5555,High
5626,High Education,Adult,Single,61798.0,Middle,0,0,23-11-2013,13,338,4,89,11,8,13,1,4,2,9,4,0,0,15,0,0,0,0,0,60,0,0,463,0,0,Adult,16,463,4,5,3,3,4,5334,5334,High
6428,High Education,Old,Single,76842.0,Upper,0,0,03-05-2014,37,605,10,345,84,54,32,1,1,8,7,0,0,0,16,0,0,0,0,0,74,0,0,1130,0,0,Old,17,1130,5,4,3,4,5,4345,4345,High
8514,Middle Education,Adult,Together,29478.0,Lower,1,0,17-01-2014,59,8,0,7,3,1,1,1,1,0,3,6,0,0,4,0,0,0,0,0,48,0,1,20,1,0,Adult,5,20,1,2,1,1,1,2111,2111,Medium
10448,Middle Education,Old,Single,46998.0,Middle,0,1,22-10-2012,55,172,41,86,45,6,27,5,5,3,5,7,1,0,13,0,0,0,0,0,68,1,1,377,1,0,Old,18,377,3,3,4,3,3,3433,3433,High
2109,Middle Education,Young,Single,96843.0,Upper,0,0,23-04-2013,60,448,71,951,40,17,17,1,6,11,10,2,0,0,27,1,0,0,0,1,34,2,0,1544,0,1,Young,28,1544,5,2,5,5,5,2555,2555,Medium
7530,High Education,Old,Single,56551.0,Middle,1,1,07-05-2014,48,67,4,32,17,2,16,3,2,1,4,4,0,0,7,0,0,0,0,0,74,0,2,138,1,0,Old,10,138,3,3,2,2,3,3223,3223,High
8925,High Education,Adult,Married,70053.0,Upper,0,1,03-07-2013,38,512,53,98,81,179,89,3,8,5,10,5,0,0,23,0,0,0,0,0,59,0,1,1012,1,0,Adult,26,1012,4,4,5,4,4,4544,4544,High
3009,High Education,Old,Single,71670.0,Upper,0,0,09-07-2013,8,1462,16,128,0,0,160,1,5,3,6,6,0,1,14,1,0,1,0,1,62,4,0,1766,0,1,Old,15,1766,5,5,3,5,5,5355,5355,High
6355,Middle Education,Adult,Married,44359.0,Middle,1,1,17-06-2014,19,20,0,14,7,3,1,3,2,0,4,3,0,0,6,0,0,0,0,0,46,0,2,45,1,0,Adult,9,45,2,5,2,1,2,5212,5212,High
3517,Middle Education,Old,Single,40887.0,Middle,1,1,06-05-2013,32,50,4,44,10,10,43,3,3,1,3,9,0,0,7,0,0,0,0,1,72,1,2,161,1,1,Old,10,161,2,4,2,2,2,4222,4222,High
1158,Middle Education,Adult,Single,48877.0,Middle,0,1,05-01-2014,27,102,1,15,2,0,24,1,3,0,4,7,0,0,7,0,0,0,0,0,58,0,1,144,1,0,Adult,8,144,3,4,2,2,3,4223,4223,High
6203,Middle Education,Old,Together,74485.0,Upper,0,0,24-08-2013,58,499,149,815,173,49,49,1,6,7,12,3,0,0,25,0,0,0,0,0,77,0,0,1734,0,0,Old,26,1734,5,3,5,5,5,3555,3555,High
7165,Middle Education,Adult,Together,64474.0,Middle,0,1,22-10-2013,59,381,35,172,56,86,93,2,8,2,10,5,0,0,20,0,0,0,0,0,52,0,1,823,1,0,Adult,22,823,4,2,4,4,4,2444,2444,Medium
3595,Middle Education,Old,Together,77226.0,Upper,0,1,28-02-2014,29,631,43,239,128,76,21,2,6,8,12,3,0,0,26,0,0,0,0,0,61,0,1,1138,1,0,Old,28,1138,5,4,5,4,5,4545,4545,High
8537,Middle Education,Old,Single,72643.0,Upper,0,0,27-02-2013,60,526,80,553,123,94,53,1,3,10,7,2,0,0,20,0,1,0,0,1,75,2,0,1429,0,1,Old,21,1429,5,2,4,5,5,2455,2455,Medium
4331,High Education,Adult,Together,85738.0,Upper,0,0,23-01-2014,41,913,26,376,17,26,13,1,3,6,11,1,0,1,20,1,0,0,0,0,46,2,0,1371,0,0,Adult,21,1371,5,3,4,5,5,3455,3455,High
6281,Middle Education,Adult,Single,55686.0,Middle,0,1,14-02-2013,27,673,0,199,37,47,26,2,6,3,5,4,1,0,14,0,0,0,0,0,58,1,1,982,1,0,Adult,16,982,3,4,3,4,3,4343,4343,High
4338,Middle Education,Young,Single,39062.0,Middle,1,0,25-03-2014,28,23,0,9,0,0,12,1,1,0,3,4,1,0,4,0,0,0,0,0,41,1,1,44,1,0,Young,5,44,2,4,1,1,2,4112,4112,High
2452,Middle Education,Adult,Together,34600.0,Lower,1,1,01-01-2013,8,199,33,60,8,3,15,5,5,2,5,8,0,0,12,0,0,0,0,1,53,1,2,318,1,1,Adult,17,318,2,5,3,3,2,5332,5332,High
9507,Middle Education,Adult,Married,40794.0,Middle,0,1,07-04-2013,18,261,23,73,4,23,50,2,6,3,5,7,0,0,14,0,0,0,0,0,49,0,1,434,1,0,Adult,16,434,2,5,3,3,2,5332,5332,High
8360,Low Education,Adult,Married,54690.0,Middle,1,1,07-11-2013,76,111,16,37,7,9,18,3,3,1,5,3,0,0,9,0,0,0,0,0,53,0,2,198,1,0,Adult,12,198,3,2,2,2,3,2223,2223,Medium
5117,Low Education,Old,Married,32632.0,Lower,0,0,02-08-2012,32,63,151,137,153,19,53,2,4,4,8,5,0,0,16,0,0,0,0,0,61,0,0,576,0,0,Old,18,576,2,4,4,3,2,4432,4432,High
4867,High Education,Adult,Single,38236.0,Middle,1,1,20-09-2013,2,58,0,18,2,0,10,4,3,0,4,7,0,0,7,0,0,0,0,0,56,0,2,88,1,0,Adult,11,88,2,5,2,2,2,5222,5222,High
9289,Middle Education,Adult,Married,36781.0,Middle,1,0,10-04-2014,16,29,1,17,0,3,13,1,2,1,2,8,0,0,5,0,0,0,0,1,45,1,1,63,1,1,Adult,6,63,2,5,1,2,2,5122,5122,High
10913,High Education,Young,Single,31385.0,Lower,1,0,05-12-2012,56,3,2,12,0,1,9,1,1,0,2,8,1,0,3,0,0,0,0,1,40,2,1,27,1,1,Young,4,27,1,3,1,1,1,3111,3111,High
3032,Middle Education,Young,Married,24570.0,Lower,1,0,27-02-2013,97,28,34,62,11,14,44,3,4,0,4,9,0,0,8,0,0,0,0,0,40,0,1,193,1,0,Young,11,193,1,1,2,2,1,1221,1221,Low
8524,High Education,Adult,Single,25509.0,Lower,1,0,18-09-2012,15,40,3,30,10,7,11,3,3,0,3,9,0,0,6,0,0,0,0,1,50,1,1,101,1,1,Adult,9,101,1,5,2,2,1,5221,5221,High
3334,Middle Education,Old,Married,94642.0,Upper,0,0,12-02-2014,35,879,143,797,106,143,143,0,5,7,9,1,0,0,21,1,1,0,0,0,73,2,0,2211,0,0,Old,21,2211,5,4,4,5,5,4455,4455,High
4470,High Education,Old,Married,58646.0,Middle,0,1,10-06-2013,3,62,1,44,6,5,22,1,2,1,4,4,0,0,7,0,0,0,0,0,62,0,1,140,1,0,Old,8,140,4,5,2,2,4,5224,5224,High
1406,Middle Education,Adult,Single,53201.0,Middle,1,1,12-02-2013,49,280,7,81,20,0,27,8,6,3,5,7,0,0,14,0,0,0,0,0,49,0,2,415,1,0,Adult,22,415,3,3,4,3,3,3433,3433,High
8619,Middle Education,Old,Together,21994.0,Lower,0,1,24-12-2012,4,9,0,6,3,1,3,1,0,0,3,5,0,0,3,0,0,0,0,0,67,0,1,22,1,0,Old,4,22,1,5,1,1,1,5111,5111,High
10821,Middle Education,Adult,Married,57113.0,Middle,1,1,06-02-2013,45,182,4,33,0,2,42,6,4,1,5,7,0,0,10,0,0,0,0,0,46,0,2,263,1,0,Adult,16,263,3,3,3,3,3,3333,3333,High
4552,Middle Education,Young,Married,51373.0,Middle,0,0,22-06-2013,37,83,2,101,64,26,117,1,3,5,3,4,0,0,11,0,0,0,0,0,33,0,0,393,0,0,Young,12,393,3,4,2,3,3,4233,4233,High
898,Middle Education,Young,Married,23477.0,Lower,1,0,21-10-2013,39,38,15,54,3,8,29,3,3,0,4,8,0,0,7,0,0,0,0,0,38,0,1,147,1,0,Young,10,147,1,4,2,2,1,4221,4221,High
9797,Middle Education,Old,Married,58116.0,Middle,0,1,13-04-2014,38,228,19,130,4,11,51,2,3,3,8,2,0,0,14,0,0,0,0,0,68,0,1,443,1,0,Old,16,443,3,4,3,3,3,4333,4333,High
10949,High Education,Old,Single,72968.0,Upper,0,0,16-12-2013,8,1092,37,592,145,37,55,1,5,5,8,3,0,0,18,0,1,0,0,1,61,2,0,1958,0,1,Old,19,1958,5,5,4,5,5,5455,5455,High
8212,High Education,Adult,Married,39791.0,Middle,0,1,28-03-2013,89,85,15,27,13,13,21,2,3,1,4,7,0,0,8,0,0,0,0,0,53,0,1,174,1,0,Adult,10,174,2,1,2,2,2,1222,1222,Low
6248,High Education,Old,Single,91712.0,Upper,0,0,17-10-2013,47,1276,24,746,94,29,48,0,9,7,11,3,0,0,27,1,0,0,0,1,77,2,0,2217,0,1,Old,27,2217,5,3,5,5,5,3555,3555,High
10164,Middle Education,Old,Single,94472.0,Upper,0,1,03-04-2014,75,1017,33,417,108,100,16,1,5,5,5,5,0,1,15,1,0,0,0,0,66,2,1,1691,1,0,Old,16,1691,5,2,3,5,5,2355,2355,Medium
4547,Middle Education,Old,Together,13672.0,Lower,1,1,17-04-2013,86,6,2,9,2,1,5,2,1,0,3,8,0,0,4,0,0,0,0,0,64,0,2,25,1,0,Old,6,25,1,1,1,1,1,1111,1111,Low
6815,Low Education,Young,Married,96547.0,Upper,0,0,23-05-2014,4,448,21,125,52,101,62,0,7,6,8,2,1,0,21,1,1,0,0,1,44,4,0,809,0,1,Young,21,809,5,5,4,4,5,5445,5445,High
4122,Middle Education,Adult,Married,79205.0,Upper,0,0,29-08-2012,73,504,23,117,179,28,44,1,6,5,4,4,0,0,15,0,1,0,0,1,49,2,0,895,0,1,Adult,16,895,5,2,3,4,5,2345,2345,Medium
10841,High Education,Adult,Together,56559.0,Middle,0,1,25-12-2012,46,226,22,133,41,31,31,3,4,3,8,4,0,0,15,0,0,0,0,0,49,0,1,484,1,0,Adult,18,484,3,3,4,3,3,3433,3433,High
5370,High Education,Adult,Married,32644.0,Lower,1,0,16-01-2013,38,239,3,141,0,7,23,4,7,1,6,8,1,0,14,0,0,0,0,0,51,1,1,413,1,0,Adult,18,413,2,4,4,3,2,4432,4432,High
176,Low Education,Young,Single,67506.0,Middle,0,1,02-01-2014,73,90,38,67,33,36,67,1,4,1,6,3,0,0,11,0,0,0,0,0,44,0,1,331,1,0,Young,12,331,4,2,2,3,4,2234,2234,Medium
4860,Middle Education,Adult,Single,24206.0,Lower,1,0,08-03-2013,66,7,2,8,3,2,3,1,1,0,3,6,0,0,4,0,0,0,0,0,54,0,1,25,1,0,Adult,5,25,1,2,1,1,1,2111,2111,Medium
10757,High Education,Adult,Single,28420.0,Lower,1,0,24-12-2013,36,4,2,5,2,0,0,1,1,0,2,6,0,0,3,0,0,0,0,0,57,0,1,13,1,0,Adult,4,13,1,4,1,1,1,4111,4111,High
4023,Middle Education,Adult,Married,22979.0,Lower,1,0,06-09-2012,29,16,17,19,20,21,22,3,3,2,2,8,0,0,7,0,0,0,0,1,54,1,1,115,1,1,Adult,10,115,1,4,2,2,1,4221,4221,High
6679,Middle Education,Adult,Single,33279.0,Lower,0,0,12-06-2014,29,10,3,3,0,0,0,1,0,0,3,3,0,0,3,0,0,0,0,0,58,0,0,16,0,0,Adult,4,16,2,4,1,1,2,4112,4112,High
9923,High Education,Adult,Single,46423.0,Middle,1,1,18-09-2013,6,68,0,16,0,0,8,3,2,0,4,7,0,0,6,0,0,0,0,0,52,0,2,92,1,0,Adult,9,92,3,5,2,2,3,5223,5223,High
7181,Middle Education,Adult,Married,30368.0,Lower,0,1,07-11-2013,97,35,0,13,2,0,2,2,2,0,3,8,0,0,5,0,0,0,0,0,47,0,1,52,1,0,Adult,7,52,1,1,1,1,1,1111,1111,Low
3599,Middle Education,Adult,Married,63684.0,Middle,0,1,26-11-2012,61,575,80,428,208,93,80,3,8,4,8,5,0,0,20,0,0,0,0,0,54,0,1,1464,1,0,Adult,23,1464,4,2,5,5,4,2554,2554,Medium
405,Middle Education,Adult,Single,41638.0,Middle,0,1,13-02-2013,68,315,0,31,4,0,91,4,5,5,3,8,1,0,13,0,0,0,0,0,60,1,1,441,1,0,Adult,17,441,2,2,3,3,2,2332,2332,Medium
6870,High Education,Old,Single,68805.0,Upper,0,1,17-09-2013,73,182,2,49,17,13,20,1,3,1,7,2,0,0,11,0,0,0,0,0,65,0,1,283,1,0,Old,12,283,4,2,2,3,4,2234,2234,Medium
832,High Education,Adult,Together,65814.0,Middle,0,1,02-03-2014,90,561,14,113,10,14,35,3,8,2,10,5,0,0,20,0,0,0,0,0,58,0,1,747,1,0,Adult,23,747,4,1,5,4,4,1544,1544,Low
2002,Middle Education,Old,Single,71964.0,Upper,0,0,20-05-2013,81,587,51,932,180,34,86,1,5,6,5,3,0,0,16,0,0,0,0,0,66,0,0,1870,0,0,Old,17,1870,5,1,3,5,5,1355,1355,Low
3657,Middle Education,Young,Single,39146.0,Middle,1,0,14-02-2013,1,94,1,33,13,12,12,3,4,0,4,8,0,0,8,0,0,0,0,0,38,0,1,165,1,0,Young,11,165,2,5,2,2,2,5222,5222,High
500,Middle Education,Adult,Together,96876.0,Upper,0,0,06-08-2013,79,908,43,735,40,194,21,1,7,7,9,2,0,1,23,1,1,0,0,1,47,4,0,1941,0,1,Adult,24,1941,5,2,5,5,5,2555,2555,Medium
1951,Low Education,Young,Married,34445.0,Lower,0,0,27-01-2013,92,228,122,122,208,129,30,6,11,2,8,9,0,0,21,0,0,0,0,0,43,0,0,839,0,0,Young,27,839,2,1,5,4,2,1542,1542,Low
3262,Middle Education,Old,Single,68281.0,Middle,0,0,07-08-2012,31,995,112,417,42,48,41,1,2,9,13,5,0,0,24,0,0,0,0,1,66,1,0,1655,0,1,Old,25,1655,4,4,5,5,4,4554,4554,High
4102,Low Education,Adult,Married,37284.0,Middle,1,1,29-03-2013,46,11,1,2,2,1,6,1,0,0,3,6,0,0,3,0,0,0,0,0,49,0,2,23,1,0,Adult,4,23,2,3,1,1,2,3112,3112,High
7042,Middle Education,Young,Married,36790.0,Middle,0,0,01-03-2013,14,3,3,14,15,21,10,1,2,1,2,9,0,0,5,0,0,0,0,1,41,1,0,66,0,1,Young,6,66,2,5,1,2,2,5122,5122,High
10598,Middle Education,Adult,Together,27943.0,Lower,1,1,15-04-2013,89,12,1,16,4,1,3,3,2,0,3,8,0,0,5,0,0,0,0,0,57,0,2,37,1,0,Adult,8,37,1,1,2,1,1,1211,1211,Low
255,Middle Education,Old,Single,22263.0,Lower,1,1,30-03-2014,31,17,0,2,0,0,2,2,1,0,3,6,0,0,4,0,0,0,1,0,73,0,2,21,1,0,Old,6,21,1,4,1,1,1,4111,4111,High
2375,Middle Education,Adult,Together,30261.0,Lower,1,2,25-09-2012,75,8,0,5,0,3,6,1,0,0,3,8,0,0,3,0,0,0,0,0,52,0,3,22,1,0,Adult,4,22,1,2,1,1,1,2111,2111,Medium
9829,Middle Education,Adult,Together,28587.0,Lower,1,0,12-02-2014,42,22,4,17,12,10,13,3,2,0,4,6,0,0,6,0,0,0,0,0,46,0,1,78,1,0,Adult,9,78,1,3,2,2,1,3221,3221,High
6214,High Education,Young,Married,43815.0,Middle,1,0,05-04-2013,53,14,10,29,4,7,15,1,2,0,3,6,0,0,5,0,0,0,0,0,42,0,1,79,1,0,Young,6,79,2,3,1,2,2,3122,3122,High
4954,Middle Education,Old,Married,48195.0,Middle,1,1,21-01-2014,53,106,27,68,52,7,5,6,4,2,5,6,0,0,11,0,0,0,0,0,68,0,2,265,1,0,Old,17,265,3,3,3,3,3,3333,3333,High
7861,High Education,Old,Married,77027.0,Upper,0,1,05-02-2014,23,820,57,242,45,0,11,2,8,3,6,4,0,0,17,0,0,0,0,0,72,0,1,1175,1,0,Old,19,1175,5,4,4,5,5,4455,4455,High
4837,High Education,Adult,Married,71322.0,Upper,0,1,16-02-2013,57,753,43,226,69,10,204,2,8,5,13,4,0,0,26,0,0,0,0,0,59,0,1,1305,1,0,Adult,28,1305,4,3,5,5,4,3554,3554,High
9423,High Education,Adult,Married,32765.0,Lower,1,0,23-02-2014,49,13,3,17,7,3,3,2,2,0,4,5,0,0,6,0,0,0,0,0,45,0,1,46,1,0,Adult,8,46,2,3,2,1,2,3212,3212,High
4198,Middle Education,Adult,Together,29672.0,Lower,1,1,12-03-2013,6,9,1,3,0,4,8,1,0,0,3,6,0,0,3,0,0,0,0,0,59,0,2,25,1,0,Adult,4,25,1,5,1,1,1,5111,5111,High
153,Middle Education,Old,Single,23272.0,Lower,0,0,17-10-2013,29,19,3,6,4,2,12,1,1,0,3,4,0,0,4,0,0,0,0,0,71,0,0,46,0,0,Old,5,46,1,4,1,1,1,4111,4111,High
9323,High Education,Old,Together,49912.0,Middle,0,1,07-09-2012,5,520,8,223,32,49,42,4,10,5,7,8,1,0,22,0,0,0,0,1,75,2,1,874,1,1,Old,26,874,3,5,5,4,3,5543,5543,High
10001,Low Education,Young,Together,7500.0,Lower,1,0,01-08-2012,98,5,17,17,13,14,34,4,2,1,3,9,0,0,6,0,0,0,0,0,39,0,1,100,1,0,Young,10,100,1,1,2,2,1,1221,1221,Low
3945,High Education,Old,Single,68117.0,Middle,0,1,10-03-2013,80,618,44,215,0,17,36,2,11,8,4,6,1,0,23,0,0,0,0,1,77,2,1,930,1,1,Old,25,930,4,1,5,4,4,1544,1544,Low
3799,Middle Education,Old,Married,67225.0,Middle,0,1,26-11-2013,4,315,35,322,46,7,143,3,7,2,11,5,0,0,20,0,0,0,0,0,69,0,1,868,1,0,Old,23,868,4,5,5,4,4,5544,5544,High
8625,Middle Education,Adult,Married,17649.0,Lower,1,0,12-11-2013,70,15,1,23,0,5,1,3,3,0,3,8,0,0,6,0,0,0,0,0,48,0,1,45,1,0,Adult,9,45,1,2,2,1,1,2211,2211,Medium
3491,Middle Education,Adult,Together,55914.0,Middle,0,1,29-04-2013,32,384,60,364,119,101,232,4,11,6,8,7,0,0,25,0,0,0,0,0,49,0,1,1260,1,0,Adult,29,1260,3,4,5,5,3,4553,4553,High
983,Middle Education,Young,Married,40059.0,Middle,1,0,28-09-2013,82,110,29,92,28,10,145,1,6,2,3,8,1,0,11,0,0,0,0,0,40,1,1,414,1,0,Young,12,414,2,1,2,3,2,1232,1232,Low
9119,Middle Education,Old,Together,60905.0,Middle,0,1,05-12-2013,27,208,17,76,36,17,38,2,3,3,7,2,0,0,13,0,0,0,0,0,74,0,1,392,1,0,Old,15,392,4,4,3,3,4,4334,4334,High
4786,Middle Education,Adult,Married,75330.0,Upper,1,1,04-10-2012,94,555,82,257,93,61,61,4,10,3,12,6,0,0,25,0,0,0,0,0,47,0,2,1109,1,0,Adult,29,1109,5,1,5,4,5,1545,1545,Low
5872,Middle Education,Old,Single,60689.0,Middle,0,1,01-06-2013,23,240,90,216,63,6,24,4,4,4,10,3,0,0,18,0,0,0,0,0,73,0,1,639,1,0,Old,22,639,4,4,4,4,4,4444,4444,High
6568,Middle Education,Young,Married,38680.0,Middle,1,0,28-03-2013,97,11,0,36,15,5,12,1,2,0,3,7,0,0,5,0,0,0,0,0,40,0,1,79,1,0,Young,6,79,2,1,1,2,2,1122,1122,Low
5628,Middle Education,Young,Together,61416.0,Middle,0,0,08-02-2013,25,848,154,323,201,61,78,1,10,3,10,6,1,0,23,0,0,0,0,0,42,1,0,1665,0,0,Young,24,1665,4,4,5,5,4,4554,4554,High
5631,Middle Education,Young,Single,49767.0,Middle,0,0,02-05-2013,92,202,47,197,55,42,149,1,5,4,8,4,0,0,17,0,0,0,0,0,33,0,0,692,0,0,Young,18,692,3,1,4,4,3,1443,1443,Low
4974,Middle Education,Adult,Single,83273.0,Upper,1,2,25-09-2012,98,433,89,650,16,102,102,10,4,6,9,7,0,0,19,0,0,0,0,0,54,0,3,1392,1,0,Adult,29,1392,5,1,5,5,5,1555,1555,Low
8416,Middle Education,Young,Married,29009.0,Lower,1,0,29-11-2013,19,6,6,15,10,5,2,2,2,0,3,6,0,0,5,0,0,0,0,0,43,0,1,44,1,0,Young,7,44,1,5,1,1,1,5111,5111,High
5454,High Education,Adult,Married,45057.0,Middle,1,0,01-12-2013,80,37,0,7,3,0,3,1,2,0,3,5,0,0,5,0,0,0,0,0,45,0,1,50,1,0,Adult,6,50,3,1,1,1,3,1113,1113,Low
4095,Middle Education,Adult,Married,37150.0,Middle,1,0,11-09-2012,80,167,37,64,49,34,116,8,4,3,6,7,0,0,13,0,0,0,0,0,53,0,1,467,1,0,Adult,21,467,2,1,4,3,2,1432,1432,Low
5474,Middle Education,Adult,Single,43020.0,Middle,1,0,30-11-2013,79,45,7,99,4,25,43,3,4,1,4,6,0,0,9,0,0,0,0,0,54,0,1,223,1,0,Adult,12,223,2,2,2,3,2,2232,2232,Medium
4268,Middle Education,Old,Married,53154.0,Middle,0,1,09-06-2014,50,129,0,21,0,1,7,1,3,1,4,4,0,0,8,0,0,0,0,0,65,0,1,158,1,0,Old,9,158,3,3,2,2,3,3223,3223,High
10701,Middle Education,Adult,Married,65308.0,Middle,0,0,11-09-2013,60,713,0,264,120,80,34,1,7,8,12,4,0,0,27,1,1,0,0,0,51,2,0,1211,0,0,Adult,28,1211,4,2,5,5,4,2554,2554,Medium
3507,Middle Education,Adult,Single,76467.0,Upper,1,0,17-08-2012,44,676,161,426,210,44,58,2,2,5,5,6,0,0,12,0,0,0,0,1,54,1,1,1575,1,1,Adult,14,1575,5,3,3,5,5,3355,3355,High
2079,Low Education,Old,Married,81044.0,Upper,0,0,27-12-2013,0,450,26,535,73,98,26,1,5,6,10,1,0,0,21,0,0,0,0,0,77,0,0,1208,0,0,Old,22,1208,5,5,4,5,5,5455,5455,High
626,Middle Education,Old,Married,32871.0,Lower,1,1,09-03-2013,28,22,2,12,0,2,5,1,1,0,3,4,0,0,4,0,0,0,0,0,73,0,2,43,1,0,Old,5,43,2,4,1,1,2,4112,4112,High
4426,Middle Education,Adult,Single,55801.0,Middle,1,1,22-09-2013,35,367,4,51,6,4,95,6,7,2,6,7,0,0,15,0,1,0,0,0,49,1,2,527,1,0,Adult,21,527,3,4,4,3,3,4433,4433,High
2591,Middle Education,Old,Single,76320.0,Upper,0,1,22-06-2014,49,526,35,214,69,53,35,2,6,3,4,2,0,0,13,0,0,0,0,0,65,0,1,932,1,0,Old,15,932,5,3,3,4,5,3345,3345,High
10509,High Education,Old,Single,36927.0,Middle,1,1,02-06-2014,46,51,0,16,0,0,4,2,3,0,3,8,0,0,6,0,0,0,0,0,69,0,2,71,1,0,Old,8,71,2,3,2,2,2,3222,3222,High
6382,Middle Education,Old,Together,48794.0,Middle,1,1,26-06-2014,97,25,0,11,3,0,15,1,1,0,3,4,0,0,4,0,0,0,0,0,71,0,2,54,1,0,Old,5,54,3,1,1,1,3,1113,1113,Low
